"Country","Year","Item","Value"
"Nicaragua",2017,"Investment in Assets",236.20972
"Nicaragua",2017,"Loans to Agriculture",713.730788
"Nicaragua",2017,"Development Aid",22.1406
"Nicaragua",2017,"Foreign Investment",10.7
"Nicaragua",2018,"Economic Contribution",1995.752015
"Nicaragua",2018,"Investment in Assets",225.675984
"Nicaragua",2018,"Loans to Agriculture",609.705149
"Nicaragua",2018,"Development Aid",36.454861
"Nicaragua",2018,"Foreign Investment",40.2
"Nicaragua",2018,"Research and Development",43.75
"Nicaragua",2019,"Economic Contribution",1920.799762
"Nicaragua",2019,"Investment in Assets",212.28893
"Nicaragua",2019,"Loans to Agriculture",487.023161
"Nicaragua",2019,"Development Aid",26.693719
"Nicaragua",2019,"Foreign Investment",3.8
"Nicaragua",2019,"Research and Development",42.83
"Nicaragua",2020,"Economic Contribution",1958.528286
"Nicaragua",2020,"Investment in Assets",216.052723
"Nicaragua",2020,"Loans to Agriculture",519.402562
"Nicaragua",2020,"Development Aid",45.869357
"Nicaragua",2020,"Research and Development",55.04
"Nicaragua",2021,"Economic Contribution",2169.868164
"Nicaragua",2021,"Investment in Assets",249.499464
"Nicaragua",2021,"Loans to Agriculture",493.837816
"Nicaragua",2021,"Development Aid",44.149224
"Nicaragua",2021,"Research and Development",91.97
"Nicaragua",2022,"Economic Contribution",2598.179559
"Nicaragua",2022,"Investment in Assets",276.358213
"Nicaragua",2022,"Loans to Agriculture",539.434925
"Nicaragua",2022,"Research and Development",69.56
"Niger",2001,"Economic Contribution",976.263882
"Niger",2001,"Investment in Assets",27.079673
"Niger",2001,"Loans to Agriculture",1.47059
"Niger",2001,"Development Aid",11.321591
"Niger",2003,"Economic Contribution",1403.899602
"Niger",2003,"Investment in Assets",60.772876
"Niger",2003,"Loans to Agriculture",0.968685
"Niger",2003,"Development Aid",27.783412
"Niger",2004,"Economic Contribution",1405.680466
"Niger",2004,"Investment in Assets",66.673114
"Niger",2004,"Loans to Agriculture",1.251219
"Niger",2004,"Development Aid",41.035395
"Niger",2005,"Economic Contribution",1724.217874
"Niger",2005,"Investment in Assets",69.520822
"Niger",2005,"Loans to Agriculture",2.083539
"Niger",2005,"Development Aid",46.334801
"Niger",2006,"Economic Contribution",1892.288612
"Niger",2006,"Investment in Assets",74.617009
"Niger",2006,"Loans to Agriculture",3.254987
"Niger",2006,"Development Aid",50.384315
"Niger",2007,"Economic Contribution",2140.279772
"Niger",2007,"Investment in Assets",96.998186
"Niger",2007,"Loans to Agriculture",2.533035
"Niger",2007,"Development Aid",46.862367
"Niger",2009,"Economic Contribution",2538.239723
"Niger",2009,"Investment in Assets",108.845656
"Niger",2009,"Loans to Agriculture",9.095992
"Niger",2009,"Development Aid",36.108904
"Niger",2010,"Economic Contribution",2824.017548
"Niger",2010,"Investment in Assets",108.729531
"Niger",2010,"Development Aid",65.148918
"Niger",2011,"Economic Contribution",2970.662563
"Niger",2011,"Investment in Assets",78.334357
"Niger",2011,"Loans to Agriculture",5.717725
"Niger",2011,"Development Aid",54.908562
"Niger",2012,"Economic Contribution",3195.890845
"Niger",2012,"Investment in Assets",76.85432
"Niger",2012,"Loans to Agriculture",6.602981
"Niger",2012,"Development Aid",58.904592
"Niger",2013,"Economic Contribution",3348.449264
"Niger",2013,"Investment in Assets",82.753588
"Niger",2013,"Loans to Agriculture",8.394057
"Niger",2013,"Development Aid",59.840841
"Niger",2014,"Economic Contribution",3665.423122
"Niger",2014,"Investment in Assets",85.916478
"Niger",2014,"Loans to Agriculture",11.193026
"Niger",2014,"Development Aid",79.388555
"Niger",2015,"Economic Contribution",3136.843855
"Niger",2015,"Investment in Assets",76.424044
"Niger",2015,"Loans to Agriculture",4.614144
"Niger",2015,"Development Aid",54.599377
"Niger",2016,"Economic Contribution",3666.946355
"Niger",2016,"Investment in Assets",79.427192
"Niger",2016,"Loans to Agriculture",5.136634
"Niger",2016,"Development Aid",116.643123
"Niger",2017,"Economic Contribution",4006.154051
"Niger",2017,"Investment in Assets",79.449692
"Niger",2017,"Loans to Agriculture",14.128823
"Niger",2017,"Development Aid",128.9167
"Niger",2018,"Economic Contribution",4823.954865
"Niger",2018,"Investment in Assets",88.215523
"Niger",2018,"Loans to Agriculture",11.207363
"Niger",2018,"Development Aid",170.461741
"Niger",2019,"Economic Contribution",4768.094131
"Niger",2019,"Investment in Assets",92.99023
"Niger",2019,"Loans to Agriculture",11.015325
"Niger",2019,"Development Aid",165.444024
"Niger",2020,"Economic Contribution",5274.590332
"Niger",2020,"Investment in Assets",118.3924
"Niger",2020,"Loans to Agriculture",14.90481
"Niger",2020,"Development Aid",217.93706
"Niger",2021,"Economic Contribution",5441.145887
"Niger",2021,"Investment in Assets",130.918867
"Niger",2021,"Loans to Agriculture",15.609587
"Niger",2021,"Development Aid",239.924123
"Nigeria",2001,"Economic Contribution",18119.20241
"Nigeria",2001,"Investment in Assets",2950.98646
"Nigeria",2001,"Loans to Agriculture",501.65871
"Nigeria",2001,"Development Aid",10.199572
"Nigeria",2003,"Economic Contribution",35488.64185
"Nigeria",2003,"Investment in Assets",5833.41707
"Nigeria",2003,"Loans to Agriculture",480.568324
"Nigeria",2003,"Development Aid",5.383435
"Nigeria",2003,"Foreign Investment",0.547
"Nigeria",2004,"Economic Contribution",37138.51383
"Nigeria",2004,"Investment in Assets",6226.07111
"Nigeria",2004,"Loans to Agriculture",509.451568
"Nigeria",2004,"Development Aid",8.472413
"Nigeria",2004,"Foreign Investment",0.536
"Nigeria",2005,"Economic Contribution",45952.10848
"Nigeria",2005,"Investment in Assets",7771.893425
"Nigeria",2005,"Loans to Agriculture",370.218017
"Nigeria",2005,"Development Aid",18.62443
"Nigeria",2005,"Foreign Investment",1.253
"Nigeria",2006,"Economic Contribution",58400.31455
"Nigeria",2006,"Investment in Assets",9942.119576
"Nigeria",2006,"Loans to Agriculture",383.981594
"Nigeria",2006,"Development Aid",46.901611
"Nigeria",2006,"Foreign Investment",1.233
"Nigeria",2007,"Economic Contribution",67976.39288
"Nigeria",2007,"Investment in Assets",11694.39103
"Nigeria",2007,"Loans to Agriculture",1188.946013
"Nigeria",2007,"Development Aid",30.156042
"Nigeria",2007,"Foreign Investment",1.533
"Nigeria",2008,"Economic Contribution",85201.72566
"Nigeria",2008,"Investment in Assets",14816.26621
"Nigeria",2008,"Loans to Agriculture",897.152582
"Nigeria",2008,"Development Aid",31.567414
"Nigeria",2008,"Foreign Investment",2.077
"Nigeria",2012,"Economic Contribution",100419.398
"Nigeria",2012,"Investment in Assets",18190.51785
"Nigeria",2012,"Loans to Agriculture",2008.672817
"Nigeria",2012,"Development Aid",95.535033
"Nigeria",2012,"Foreign Investment",1.794
"Nigeria",2013,"Economic Contribution",106899.8923
"Nigeria",2013,"Investment in Assets",19627.68996
"Nigeria",2013,"Loans to Agriculture",2184.82382
"Nigeria",2013,"Development Aid",132.201619
"Nigeria",2013,"Foreign Investment",1.412
"Nigeria",2014,"Economic Contribution",113644.3561
"Nigeria",2014,"Investment in Assets",21093.69888
"Nigeria",2014,"Loans to Agriculture",3020.441114
"Nigeria",2014,"Development Aid",209.236302
"Nigeria",2014,"Foreign Investment",1.182
"Nigeria",2015,"Economic Contribution",102041.756
"Nigeria",2015,"Investment in Assets",18914.36795
"Nigeria",2015,"Loans to Agriculture",2334.779439
"Nigeria",2015,"Development Aid",183.309994
"Nigeria",2015,"Foreign Investment",0.771
"Nigeria",2016,"Economic Contribution",84907.96991
"Nigeria",2016,"Investment in Assets",15460.14416
"Nigeria",2016,"Loans to Agriculture",2074.799954
"Nigeria",2016,"Development Aid",152.067036
"Nigeria",2017,"Economic Contribution",78330.20193
"Nigeria",2017,"Investment in Assets",14148.40213
"Nigeria",2017,"Loans to Agriculture",1727.472481
"Nigeria",2017,"Development Aid",281.700457
"Nigeria",2018,"Economic Contribution",89424.22302
"Nigeria",2018,"Investment in Assets",16096.03978
"Nigeria",2018,"Loans to Agriculture",1993.405928
"Nigeria",2018,"Development Aid",217.491032
"Nigeria",2019,"Economic Contribution",103949.0216
"Nigeria",2019,"Investment in Assets",18656.91115
"Nigeria",2019,"Loans to Agriculture",2516.528325
"Nigeria",2019,"Development Aid",403.656546
"Nigeria",2020,"Economic Contribution",103791.7739
"Nigeria",2020,"Investment in Assets",18305.91567
"Nigeria",2020,"Loans to Agriculture",2925.435396
"Nigeria",2020,"Development Aid",265.635351
"Nigeria",2021,"Economic Contribution",100650.9412
"Nigeria",2021,"Investment in Assets",17806.59638
"Nigeria",2021,"Loans to Agriculture",3567.837132
"Nigeria",2021,"Development Aid",312.456994
"Nigeria",2022,"Economic Contribution",112550.2548
"Nigeria",2022,"Investment in Assets",19428.81911
"Niue",2002,"Development Aid",0
"Niue",2003,"Development Aid",0.244148
"Niue",2005,"Development Aid",0.419483
"Niue",2006,"Development Aid",0.234611
"Niue",2008,"Development Aid",0.017249
"Niue",2009,"Development Aid",0.014809
"Niue",2010,"Development Aid",0.245065
"Niue",2011,"Development Aid",0.005778
"Niue",2012,"Development Aid",0.298179
"Niue",2014,"Development Aid",0.222845
"Niue",2015,"Development Aid",0.136802
"Niue",2017,"Development Aid",0.13411
"Niue",2018,"Development Aid",0.030135
"Niue",2019,"Development Aid",0.683075
"Niue",2020,"Development Aid",0.472909
"Niue",2021,"Development Aid",0.429524
"Norway",2001,"Economic Contribution",2763.896335
"Norway",2001,"Investment in Assets",1062.65208
"Norway",2003,"Economic Contribution",2993.552457
"Norway",2003,"Investment in Assets",952.371985
"Norway",2004,"Economic Contribution",3667.350723
"Norway",2004,"Investment in Assets",986.82161
"Norway",2005,"Economic Contribution",4334.963135
"Norway",2005,"Investment in Assets",1259.448972
"Norway",2006,"Economic Contribution",4853.482328
"Norway",2006,"Investment in Assets",1408.939709
"Norway",2008,"Economic Contribution",5214.184397
"Norway",2008,"Investment in Assets",2040.425532
"Norway",2009,"Economic Contribution",5021.68036
"Norway",2009,"Investment in Assets",1451.576994
"Norway",2010,"Economic Contribution",6725.492899
"Norway",2010,"Investment in Assets",1808.85151
"Norway",2011,"Economic Contribution",6700.201806
"Norway",2011,"Investment in Assets",2084.891833
"Norway",2012,"Economic Contribution",5746.970348
"Norway",2012,"Investment in Assets",1695.058014
"Norway",2013,"Economic Contribution",6875.914894
"Norway",2013,"Investment in Assets",2011.744681
"Norway",2015,"Economic Contribution",5931.92105
"Norway",2015,"Investment in Assets",1577.100341
"Norway",2017,"Economic Contribution",7874.108402
"Norway",2017,"Investment in Assets",2094.3784
"Norway",2018,"Economic Contribution",8141.284968
"Norway",2018,"Investment in Assets",1825.637873
"Norway",2020,"Economic Contribution",6539.091955
"Norway",2020,"Investment in Assets",1910.186742
"Norway",2020,"Foreign Investment",-14.447797
"Norway",2021,"Economic Contribution",7780.093132
"Norway",2021,"Investment in Assets",2526.193248
"Norway",2021,"Foreign Investment",38.293662
"Norway",2022,"Economic Contribution",8641.689465
"Norway",2022,"Investment in Assets",2337.651805
"Oman",2001,"Economic Contribution",454.084863
"Oman",2001,"Investment in Assets",51.717313
"Oman",2001,"Loans to Agriculture",48.894668
"Oman",2001,"Development Aid",4.157275
"Oman",2002,"Economic Contribution",467.387566
"Oman",2002,"Investment in Assets",41.462079
"Oman",2002,"Loans to Agriculture",65.539662
"Oman",2002,"Development Aid",1.433529
"Oman",2003,"Economic Contribution",477.3613
"Oman",2003,"Investment in Assets",39.791258
"Oman",2003,"Loans to Agriculture",71.781534
"Oman",2003,"Development Aid",1.433476
"Oman",2005,"Economic Contribution",502.434658
"Oman",2005,"Investment in Assets",23.602453
"Oman",2005,"Loans to Agriculture",104.551365
"Oman",2005,"Development Aid",0.261961
"Oman",2006,"Economic Contribution",521.71743
"Oman",2006,"Investment in Assets",55.197594
"Oman",2006,"Loans to Agriculture",100.390117
"Oman",2006,"Development Aid",0.14183
"Oman",2007,"Economic Contribution",579.670658
"Oman",2007,"Investment in Assets",32.08583
"Oman",2007,"Loans to Agriculture",105.591678
"Oman",2007,"Development Aid",0.161851
"Oman",2009,"Economic Contribution",714.483844
"Oman",2009,"Investment in Assets",23.93385
"Oman",2009,"Loans to Agriculture",109.492848
"Oman",2009,"Development Aid",0.189882
"Oman",2010,"Economic Contribution",810.577748
"Oman",2010,"Investment in Assets",26.326104
"Oman",2010,"Loans to Agriculture",105.591678
"Oman",2010,"Development Aid",0.070712
"Oman",2011,"Economic Contribution",852.793384
"Oman",2011,"Investment in Assets",21.698067
"Oman",2011,"Loans to Agriculture",93.36801
"Oman",2012,"Economic Contribution",887.678694
"Oman",2012,"Investment in Assets",24.800017
"Oman",2012,"Loans to Agriculture",127.958388
"Oman",2014,"Economic Contribution",1031.497857
"Oman",2014,"Investment in Assets",23.283302
"Oman",2014,"Loans to Agriculture",139.921977
"Oman",2016,"Economic Contribution",1491.60702
"Oman",2016,"Investment in Assets",29.741998
"Oman",2016,"Loans to Agriculture",149.349805
"Oman",2017,"Economic Contribution",1604.571272
"Oman",2017,"Investment in Assets",20.118859
"Oman",2017,"Loans to Agriculture",160.79844
"Oman",2018,"Economic Contribution",1692.426744
"Oman",2018,"Investment in Assets",22.801833
"Oman",2018,"Loans to Agriculture",138.158648
"Oman",2019,"Economic Contribution",1756.513449
"Oman",2019,"Investment in Assets",34.703085
"Oman",2019,"Loans to Agriculture",110.506632
"Oman",2020,"Economic Contribution",1874.460843
"Oman",2020,"Investment in Assets",37.239914
"Oman",2020,"Loans to Agriculture",104.661378
"Oman",2021,"Economic Contribution",1870.357633
"Oman",2021,"Investment in Assets",34.164551
"Oman",2021,"Loans to Agriculture",111.03225
"Oman",2022,"Economic Contribution",2110.793267
"Oman",2022,"Investment in Assets",34.744789
"Oman",2022,"Loans to Agriculture",129.33498
"Pakistan",2001,"Economic Contribution",18597.14293
"Pakistan",2001,"Investment in Assets",2018.741575
"Pakistan",2001,"Loans to Agriculture",1536.878787
"Pakistan",2001,"Development Aid",29.556916
"Pakistan",2003,"Economic Contribution",22346.82433
"Pakistan",2003,"Investment in Assets",2439.768833
"Pakistan",2003,"Loans to Agriculture",2243.80108
"Pakistan",2003,"Development Aid",31.538383
"Pakistan",2004,"Economic Contribution",24357.67471
"Pakistan",2004,"Investment in Assets",2593.647526
"Pakistan",2004,"Loans to Agriculture",2083.077145
"Pakistan",2004,"Development Aid",77.171058
"Pakistan",2005,"Economic Contribution",26903.41298
"Pakistan",2005,"Investment in Assets",4232.818909
"Pakistan",2005,"Loans to Agriculture",2346.406338
"Pakistan",2005,"Development Aid",53.729564
"Pakistan",2006,"Economic Contribution",29455.89309
"Pakistan",2006,"Investment in Assets",4496.812799
"Pakistan",2006,"Loans to Agriculture",2434.883253
"Pakistan",2006,"Development Aid",218.484483
"Pakistan",2007,"Economic Contribution",33427.74977
"Pakistan",2007,"Investment in Assets",4904.830827
"Pakistan",2007,"Loans to Agriculture",2637.55371
"Pakistan",2007,"Development Aid",191.838436
"Pakistan",2008,"Economic Contribution",34538.47177
"Pakistan",2008,"Investment in Assets",4583.417849
"Pakistan",2008,"Loans to Agriculture",2437.937819
"Pakistan",2008,"Development Aid",76.119117
"Pakistan",2009,"Economic Contribution",37580.40868
"Pakistan",2009,"Investment in Assets",4841.385433
"Pakistan",2009,"Loans to Agriculture",2079.640103
"Pakistan",2009,"Development Aid",100.894718
"Pakistan",2010,"Economic Contribution",41937.427
"Pakistan",2010,"Investment in Assets",5525.057348
"Pakistan",2010,"Loans to Agriculture",2102.367045
"Pakistan",2010,"Development Aid",118.847708
"Pakistan",2012,"Economic Contribution",53371.71078
"Pakistan",2012,"Investment in Assets",7112.80598
"Pakistan",2012,"Loans to Agriculture",2266.672605
"Pakistan",2012,"Development Aid",199.014922
"Pakistan",2013,"Economic Contribution",55490.64193
"Pakistan",2013,"Investment in Assets",7315.16963
"Pakistan",2013,"Loans to Agriculture",2359.800689
"Pakistan",2013,"Development Aid",294.261071
"Pakistan",2015,"Economic Contribution",68304.34099
"Pakistan",2015,"Investment in Assets",8491.459199
"Pakistan",2015,"Loans to Agriculture",2959.458074
"Pakistan",2015,"Development Aid",239.650345
"Pakistan",2016,"Economic Contribution",69743.42446
"Pakistan",2016,"Investment in Assets",8630.884803
"Pakistan",2016,"Loans to Agriculture",2842.562874
"Pakistan",2016,"Development Aid",190.54103
"Pakistan",2017,"Economic Contribution",74046.04806
"Pakistan",2017,"Investment in Assets",9155.824911
"Pakistan",2017,"Loans to Agriculture",2942.839807
"Pakistan",2017,"Development Aid",209.775956
"Pakistan",2018,"Economic Contribution",69650.25941
"Pakistan",2018,"Investment in Assets",8624.822745
"Pakistan",2018,"Loans to Agriculture",2520.733176
"Pakistan",2018,"Development Aid",215.324254
"Pakistan",2019,"Economic Contribution",60362.59083
"Pakistan",2019,"Investment in Assets",7589.092442
"Pakistan",2019,"Loans to Agriculture",2041.776827
"Pakistan",2019,"Development Aid",178.406373
"Pakistan",2020,"Economic Contribution",64196.99456
"Pakistan",2020,"Investment in Assets",7721.340453
"Pakistan",2020,"Loans to Agriculture",1802.701523
"Pakistan",2020,"Development Aid",165.788308
"Pakistan",2021,"Economic Contribution",77657.77378
"Pakistan",2021,"Investment in Assets",9338.292937
"Pakistan",2021,"Loans to Agriculture",1992.756927
"Pakistan",2021,"Development Aid",215.316164
"Pakistan",2022,"Economic Contribution",72714.33354
"Pakistan",2022,"Investment in Assets",9106.768319
"Pakistan",2022,"Loans to Agriculture",1590.651496
"Panama",2001,"Economic Contribution",826.087247
"Panama",2001,"Investment in Assets",52.432833
"Panama",2001,"Development Aid",3.038004
"Panama",2001,"Foreign Investment",-0.852
"Panama",2002,"Economic Contribution",852.307665
"Panama",2002,"Investment in Assets",51.516745
"Panama",2002,"Loans to Agriculture",195.534634
"Panama",2002,"Development Aid",1.693251
"Panama",2002,"Foreign Investment",-1.775
"Panama",2003,"Economic Contribution",923.09319
"Panama",2003,"Investment in Assets",59.658112
"Panama",2003,"Loans to Agriculture",213.015046
"Panama",2003,"Development Aid",6.476085
"Panama",2003,"Foreign Investment",-0.899
"Panama",2005,"Economic Contribution",966.793887
"Panama",2005,"Investment in Assets",64.445972
"Panama",2005,"Loans to Agriculture",338.739417
"Panama",2005,"Development Aid",3.193201
"Panama",2005,"Foreign Investment",-0.11
"Panama",2006,"Economic Contribution",1008.285538
"Panama",2006,"Investment in Assets",70.216763
"Panama",2006,"Loans to Agriculture",390.959626
"Panama",2006,"Development Aid",4.383931
"Panama",2006,"Foreign Investment",0.184
"Panama",2008,"Economic Contribution",1130.672825
"Panama",2008,"Investment in Assets",108.337301
"Panama",2008,"Loans to Agriculture",767.759487
"Panama",2008,"Development Aid",4.697554
"Panama",2009,"Economic Contribution",1028.596197
"Panama",2009,"Investment in Assets",99.946383
"Panama",2009,"Loans to Agriculture",784
"Panama",2009,"Development Aid",11.424108
"Panama",2009,"Foreign Investment",0.051
"Panama",2010,"Economic Contribution",1063.696955
"Panama",2010,"Investment in Assets",109.947305
"Panama",2010,"Loans to Agriculture",918.760289
"Panama",2010,"Development Aid",11.679641
"Panama",2012,"Economic Contribution",1232.126584
"Panama",2012,"Investment in Assets",147.922149
"Panama",2012,"Loans to Agriculture",1188.616907
"Panama",2012,"Development Aid",6.60889
"Panama",2012,"Foreign Investment",0.034
"Panama",2013,"Economic Contribution",1342.68759
"Panama",2013,"Investment in Assets",170.133444
"Panama",2013,"Loans to Agriculture",1350.5
"Panama",2013,"Development Aid",2.613436
"Panama",2013,"Foreign Investment",-0.031
"Panama",2014,"Economic Contribution",1422.687195
"Panama",2014,"Investment in Assets",184.615389
"Panama",2014,"Loans to Agriculture",1474.831637
"Panama",2014,"Development Aid",14.158036
"Panama",2014,"Foreign Investment",-0.013
"Panama",2015,"Economic Contribution",1507.041173
"Panama",2015,"Investment in Assets",195.445237
"Panama",2015,"Loans to Agriculture",1590.426601
"Panama",2015,"Development Aid",13.016946
"Panama",2017,"Economic Contribution",1483.351008
"Panama",2017,"Investment in Assets",198.051217
"Panama",2017,"Loans to Agriculture",1784.129703
"Panama",2017,"Development Aid",9.676999
"Panama",2018,"Economic Contribution",1459.913375
"Panama",2018,"Investment in Assets",192.99424
"Panama",2018,"Loans to Agriculture",1869.795414
"Panama",2018,"Development Aid",8.341649
"Panama",2019,"Economic Contribution",1464.8968
"Panama",2019,"Investment in Assets",190.350909
"Panama",2019,"Loans to Agriculture",1821.486352
"Panama",2019,"Development Aid",7.871664
"Panama",2020,"Economic Contribution",1495.00645
"Panama",2020,"Investment in Assets",147.589436
"Panama",2020,"Loans to Agriculture",1788.034849
"Panama",2020,"Development Aid",35.604843
"Panama",2021,"Economic Contribution",1653.008354
"Panama",2021,"Investment in Assets",176.249067
"Panama",2021,"Loans to Agriculture",1874.717257
"Panama",2021,"Development Aid",9.156148
"Panama",2022,"Economic Contribution",1851.373809
"Panama",2022,"Investment in Assets",182.3423
"Panama",2022,"Loans to Agriculture",2017.95545
"Paraguay",2001,"Economic Contribution",859.914211
"Paraguay",2001,"Investment in Assets",73.258412
"Paraguay",2001,"Development Aid",11.752755
"Paraguay",2001,"Foreign Investment",7.184
"Paraguay",2002,"Economic Contribution",724.973584
"Paraguay",2002,"Investment in Assets",54.777632
"Paraguay",2002,"Development Aid",1.555202
"Paraguay",2002,"Foreign Investment",1.228
"Paraguay",2003,"Economic Contribution",918.488303
"Paraguay",2003,"Investment in Assets",76.32796
"Paraguay",2003,"Development Aid",23.749855
"Paraguay",2003,"Foreign Investment",4.538
"Paraguay",2004,"Economic Contribution",1235.968627
"Paraguay",2004,"Investment in Assets",106.547942
"Paraguay",2004,"Development Aid",23.838207
"Paraguay",2004,"Foreign Investment",-0.534
"Paraguay",2005,"Economic Contribution",1294.255505
"Paraguay",2005,"Investment in Assets",116.982257
"Paraguay",2005,"Development Aid",7.644927
"Paraguay",2005,"Foreign Investment",-3.215
"Paraguay",2006,"Economic Contribution",1535.743199
"Paraguay",2006,"Investment in Assets",140.291354
"Paraguay",2006,"Development Aid",5.469563
"Paraguay",2006,"Foreign Investment",-0.229
"Paraguay",2008,"Economic Contribution",3302.827149
"Paraguay",2008,"Investment in Assets",286.299127
"Paraguay",2008,"Development Aid",41.415122
"Paraguay",2008,"Foreign Investment",3.145
"Paraguay",2009,"Economic Contribution",2224.454655
"Paraguay",2009,"Investment in Assets",201.660916
"Paraguay",2009,"Development Aid",48.81167
"Paraguay",2009,"Foreign Investment",14.259
"Paraguay",2010,"Economic Contribution",3547.862575
"Paraguay",2010,"Investment in Assets",312.756741
"Paraguay",2010,"Development Aid",31.021123
"Paraguay",2010,"Foreign Investment",10.187
"Paraguay",2011,"Economic Contribution",4657.087162
"Paraguay",2011,"Investment in Assets",401.118522
"Paraguay",2011,"Development Aid",18.284553
"Paraguay",2011,"Foreign Investment",44.053
"Paraguay",2012,"Economic Contribution",3341.242479
"Paraguay",2012,"Investment in Assets",326.607124
"Paraguay",2012,"Development Aid",28.4184
"Paraguay",2012,"Foreign Investment",24.322
"Paraguay",2013,"Economic Contribution",4953.107638
"Paraguay",2013,"Investment in Assets",438.043298
"Paraguay",2013,"Development Aid",24.668978
"Paraguay",2013,"Foreign Investment",66.506484
"Paraguay",2014,"Economic Contribution",4752.828153
"Paraguay",2014,"Investment in Assets",413.201273
"Paraguay",2014,"Development Aid",112.00675
"Paraguay",2014,"Foreign Investment",65.049712
"Paraguay",2016,"Economic Contribution",3860.339602
"Paraguay",2016,"Investment in Assets",341.333833
"Paraguay",2016,"Development Aid",27.296187
"Paraguay",2016,"Foreign Investment",71.24147
"Paraguay",2016,"Research and Development",5.43
"Paraguay",2017,"Economic Contribution",3971.789224
"Paraguay",2017,"Investment in Assets",341.483088
"Paraguay",2017,"Development Aid",34.555034
"Paraguay",2017,"Foreign Investment",2.773656
"Paraguay",2017,"Research and Development",5.19
"Paraguay",2018,"Economic Contribution",4002.513872
"Paraguay",2018,"Investment in Assets",346.292847
"Paraguay",2018,"Development Aid",26.422181
"Paraguay",2018,"Foreign Investment",-24.869123
"Paraguay",2018,"Research and Development",5.08
"Paraguay",2019,"Economic Contribution",3666.422044
"Paraguay",2019,"Investment in Assets",317.838679
"Paraguay",2019,"Development Aid",24.270437
"Paraguay",2019,"Foreign Investment",35.990037
"Paraguay",2019,"Research and Development",4.42
"Paraguay",2020,"Economic Contribution",3801.160637
"Paraguay",2020,"Investment in Assets",330.083571
"Paraguay",2020,"Development Aid",123.108008
"Paraguay",2020,"Foreign Investment",-38.708469
"Paraguay",2022,"Economic Contribution",4290.698579
"Paraguay",2022,"Investment in Assets",389.85546
"Peru",2001,"Economic Contribution",4108.549974
"Peru",2001,"Investment in Assets",366.712609
"Peru",2001,"Development Aid",36.205428
"Peru",2002,"Economic Contribution",4122.849424
"Peru",2002,"Investment in Assets",353.192094
"Peru",2002,"Development Aid",34.248391
"Peru",2003,"Economic Contribution",4295.857917
"Peru",2003,"Investment in Assets",376.027716
"Peru",2003,"Development Aid",42.646277
"Peru",2004,"Economic Contribution",4630.878874
"Peru",2004,"Investment in Assets",412.226153
"Peru",2004,"Development Aid",121.312288
"Peru",2004,"Foreign Investment",4.515
"Peru",2005,"Economic Contribution",5214.752934
"Peru",2005,"Investment in Assets",465.43498
"Peru",2005,"Development Aid",76.160636
"Peru",2005,"Foreign Investment",4.516
"Peru",2006,"Economic Contribution",5854.553974
"Peru",2006,"Investment in Assets",543.366628
"Peru",2006,"Development Aid",71.747337
"Peru",2006,"Foreign Investment",118.5
"Peru",2007,"Economic Contribution",6853.482893
"Peru",2007,"Investment in Assets",677.739702
"Peru",2007,"Development Aid",90.752487
"Peru",2007,"Foreign Investment",30.43
"Peru",2008,"Economic Contribution",8636.960753
"Peru",2008,"Investment in Assets",720.48762
"Peru",2008,"Loans to Agriculture",1310.007831
"Peru",2008,"Development Aid",79.903139
"Peru",2008,"Foreign Investment",0.824
"Peru",2009,"Economic Contribution",8947.675722
"Peru",2009,"Investment in Assets",1032.040976
"Peru",2009,"Loans to Agriculture",1496.591411
"Peru",2009,"Development Aid",104.798356
"Peru",2010,"Economic Contribution",10073.1826
"Peru",2010,"Investment in Assets",972.346356
"Peru",2010,"Loans to Agriculture",1700.104774
"Peru",2010,"Development Aid",119.988215
"Peru",2014,"Economic Contribution",13661.9926
"Peru",2014,"Investment in Assets",1459.646205
"Peru",2014,"Loans to Agriculture",2753.747746
"Peru",2014,"Development Aid",104.917194
"Peru",2014,"Foreign Investment",24.147
"Peru",2016,"Economic Contribution",13308.2016
"Peru",2016,"Investment in Assets",1288.865369
"Peru",2016,"Development Aid",83.039368
"Peru",2016,"Foreign Investment",13.146
"Peru",2016,"Research and Development",38.26
"Peru",2017,"Economic Contribution",14305.83182
"Peru",2017,"Investment in Assets",1441.501791
"Peru",2017,"Development Aid",221.810873
"Peru",2017,"Research and Development",58.75
"Peru",2019,"Economic Contribution",15647.24151
"Peru",2019,"Investment in Assets",1863.401986
"Peru",2019,"Development Aid",238.640625
"Peru",2019,"Research and Development",99.04
"Peru",2020,"Economic Contribution",15536.16983
"Peru",2020,"Investment in Assets",1800.184955
"Peru",2020,"Development Aid",232.735699
"Peru",2020,"Research and Development",103.31
"Peru",2022,"Economic Contribution",16952.28149
"Peru",2022,"Investment in Assets",2085.342746
"Philippines",2001,"Economic Contribution",10498.73103
"Philippines",2001,"Investment in Assets",952.292323
"Philippines",2001,"Loans to Agriculture",2816.369434
"Philippines",2001,"Development Aid",115.897889
"Philippines",2002,"Economic Contribution",11338.00049
"Philippines",2002,"Investment in Assets",1048.280399
"Philippines",2002,"Loans to Agriculture",2783.02289
"Philippines",2002,"Development Aid",57.498299
"Philippines",2004,"Economic Contribution",13285.46323
"Philippines",2004,"Investment in Assets",1258.208061
"Philippines",2004,"Loans to Agriculture",2300.200393
"Philippines",2004,"Development Aid",48.62634
